Title,SMILES,Category,Actividad
CN-94,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4cccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,CN,0
CN-95,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)\O)C1=O,CN,0
CN-96,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O)[N+]([O-])=O,CN,0
CN-97,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,CN,0
CP-418,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,CP,1
CN-98,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,CN,0
CN-99,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,CN,0
CN-100,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC3OC(CO)C(O)C(N)C3O,CN,0
CN-101,NCC1CCC(N)C(O1)OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O,CN,0
CN-102,CNC(C)C1CCC(N)C(O1)OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O,CN,0
CN-103,CNC1C(O)C(OCC1(C)O)OC2C(O)C(OC3OC(CN)C(O)C(O)C3O)C(N)CC2NC(=O)C(O)CN,CN,0
CN-104,NCC1OC(OC2C(N)CC(NC(CO)CO)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,CN,0
CN-105,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,CN,0
CP-419,C1=C(C(=CC(=C1[S](NC)(=O)=O)N)OC)C(NCC2N(CCC2)CC=C)=O,CP,1
CP-420,C1=C([S](CC)(=O)=O)C(=CC(=C1C(NCC2N(CCC2)CC)=O)OC)N,CP,1
CP-421,C1=C(C(C)=O)C=CC(=C1C(NCC2N(CCC2)CC)=O)OC,CP,1
CP-422,C1=C(C(=CC=C1[S](N)(=O)=O)OC)C(NCC2N(CCC2)C)=O,CP,1
CP-423,C1=C([S](CC)(=O)=O)C=CC(=C1C(NCC2N(CCC2)CC)=O)OC,CP,1
CP-424,C1=C([S](N)(=O)=O)C=C(C(=C1C(NCC2N(CCC2)CC=C)=O)OC)OC,CP,1
CP-425,C1=C([S](N)(=O)=O)C=CC(=C1C(NCC2N(CCC2)CCC)=O)OC,CP,1
CP-426,[C@H]2(CNC(C1=C(C=CC(=C1OC)Br)OC)=O)N(CCC2)CC,CP,1
CP-427,C1=C([S](=O)(=O)N)C=CC(=C1C(NCC2N(CC)CCC2)=O)OC,CP,1
CN-106,c1cn(CCO)c(CC)c(O)c1=O,CN,0
CN-107,c1cn(CCCCO)c(CC)c(O)c1=O,CN,0
CP-428,CN1C=CC(=O)C(=C1C)O,CP,1
CP-429,CCN1C=CC(=O)C(=C1C)O,CP,1
CP-430,CCCCN1C=CC(=O)C(=C1C)O,CP,1
CP-431,CCCCCN1C=CC(=O)C(=C1C)O,CP,1
CP-432,c1cn(CCCCC)c(C)c(O)c1=O,CP,1
CN-108,c1cn(CCCO)c(C)c(O)c1=O,CN,0
CP-433,CCN1C=CC(=O)C(=C1CC)O,CP,1
CP-434,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,CP,1
CP-435,N1(c2c(CCc3c1cccc3)cccc2)CCCN,CP,1
CP-436,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,CP,1
CP-437,CNCCCN1c2ccccc2CCc3ccccc13,CP,1
CP-438,CN(C)CCCN1c2ccccc2CCc3ccccc13,CP,1
CP-439,C1=CC=CC2=C1N(C3=C(CC2)C=CC=C3)CCC[N+](C)(C)[O-],CP,1
CP-440,C1=C(C#N)C=CC3=C1N(C2=C(C=CC=C2)CC3)CCCN(C)C,CP,1
CP-441,C1=CC=CC2=C1C(CC3=C(N2C)C=CC=C3)NC,CP,1
CP-442,C1=CC=CC2=C1N(C3=C(CC2)C=CC=C3)CCCN(C)C,CP,1
CP-443,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F,CP,1
CP-444,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,CP,1
CP-445,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,CP,1
CP-446,Cc1ccc(cc1)C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2,CP,1
CP-447,C1=CC=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)CNC(C)=O,CP,1
CP-448,C1=C(C(=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)O)Cl)C(F)(F)F,CP,1
CP-449,C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(C=C2)F)=O)CC3)OC(CCCCCCCCC)=O)Cl,CP,1
CP-450,C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)C(N(C)C)=O)Cl,CP,1
CP-451,C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(C=C2)F)=O)CC3)OC(CCCCCCCCC)=O)Br,CP,1
CN-109,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,CN,0
CN-110,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,CN,0
CN-111,[CC(=O)[C@@]1(N)C[C@H](O[C@H]2C[C@H](O)[C@H](O)CO2)c3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c3C1,CN,0
CN-112,CC1OC(CC(N)C1O)OC2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(O)c5C(=O)c4c(O)c23)C(C)=O,CN,0
CN-113,CCOC(OCC)C(=O)OCC(=O)C1(O)CC(OC2CC(N)C(O)C(C)O2)c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C1,CN,0
CN-114,COc1cccc2C(=O)c3c(O)c4C[C@@](O)(C[C@@H](OC5CC(N)CC(C)O5)c4c(O)c3C(=O)c12)C(=O)CO,CN,0
CN-115,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(C)=O,CN,0
CN-116,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,CN,0
CN-117,CC1OC(CC(N)C1O)OC2CC(O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)CO,CN,0
CP-452,C1CCCCC1,CP,1
CP-453,NCC1(CCCCC1)CC(O)=O,CP,1
CP-454,ClCCN(N=O)C(=O)NC1CCCCC1,CP,1
CP-455,NC(=O)OC1(CCCCC1)C#C,CP,1
CP-456,NC(=O)OC1(CCCCC1)CC#C,CP,1
CP-457,C(C1CCCCC1)NN,CP,1
CP-458,CC(C(C1CCCCC1)O)C,CP,1
CP-459,C(C1CCCCC1)CC(OCCN(C)C)=O,CP,1
CP-460,C(C(C1CCCCC1)OC(N)=O)C,CP,1
CN-118,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)Cl)c3ccccc3,CN,0
CN-119,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(O)=O,CN,0
CN-120,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(O)=O,CN,0
CN-121,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3ccccc3)C2=O)C(O)=O,CN,0
CN-122,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)c(Cl)c3)C2=O)C(O)=O,CN,0
CN-123,O.C/C=C/C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(O)=O,CN,0
CN-124,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3cccc(N[S](C)(=O)=O)c3)C2=O)C(O)=O,CN,0
CN-125,O.O.CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(O)=O,CN,0
CN-126,CN1C(=O)N(C)c2nc[nH]c2C1=O,CN,0
CP-461,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,CP,1
CP-462,Cn1cnc2NC(=O)N(C)C(=O)c12,CP,1
CP-463,Cn1cnc2N(C)C(=O)NC(=O)c12,CP,1
CP-464,C1=NC2=C([N]1CC(C)=O)C(N(CCCC)C(N2CCCC)=O)=O,CP,1
CP-465,C1=NC2=C([N]1CCN(C)C)C(N(C)C(N2C)=O)=O,CP,1
CP-466,C1=NC2=C([N]1CCN(CC)CC)C(N(C)C(N2C)=O)=O,CP,1
CP-467,C1=NC2=C([N]1CC(C)O)C(N(C)C(N2C)=O)=O,CP,1
CP-468,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,CP,1
CP-469,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,CP,1
CP-470,[C@]2(C1=CC=CC=C1)([C@H](CN(C)CC2)CC)OC(CC)=O,CP,1
CP-471,C1=C(C=CC=C1C2(CCN(C)CC2)C(CC)=O)O,CP,1
CP-472,[C@]2(C1=CC(=CC=C1)O)([C@H](CN(C)CC2)C)CCC,CP,1
CP-473,C1=CC=CC=C1C2(C(N(CC)C)=O)CCN(CCCCCC)CC2,CP,1
CP-474,C2=C(C1(C(CN(C)CC1)C)OC(CC)=O)C=CC=C2,CP,1
CP-475,C2=C(C1(C(OCC)=O)CCN(C)CC1)C=CC=C2O,CP,1
CP-476,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,CP,1
CP-477,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,CP,1
CP-478,COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,CP,1
CP-479,Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC=C,CP,1
CP-480,[C@@]125C3=C4C[C@H]([C@@H]1CCC([C@@]2(OC3=C(C=C4)O)C)=O)N(C)CC5,CP,1
CP-481,[C@@]125C3=C4C[C@H]([C@@]1(CCC([C@@H]2OC3=C(C=C4)O)=O)O)N(CC=C(C)C)CC5,CP,1
CP-482,[C@@]125C3=C4C[C@H]([C@@]1(CCC([C@@H]2OC3=C(C=C4)O)=O)O)N(CCOC)CC5,CP,1
CP-483,[C@@]125C3=C4C[C@H]([C@@H]1CCC([C@@H]2OC3=C(C=C4)O)=O)N(C)CC5,CP,1
CP-484,C1=CC=CC3=C1N(CCCN2CCC(OCCO)CC2)C4=C(S3)C=CC(=C4)C(F)(F)F,CP,1
CP-485,C1=C([S](C)(=O)=O)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCC(C(N)=O)CC4,CP,1
CP-486,C1=C(C(C)=O)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCC(CCO)CC4,CP,1
CP-487,C1=C([S](N(C)C)(=O)=O)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCC(CCOC(CCCCCCCCCCCCCCC)=O)CC4,CP,1
CP-488,C1=C(C=CC3=C1N(CCCN2CCC(CC2)O)C4=C(S3)C=CC=C4)C#N,CP,1
CP-489,C1=C(OC)C=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN4CCC(O)CC4)C,CP,1
CP-490,C1=C([S](N(C)C)(=O)=O)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCC(CCO)CC4,CP,1
CP-491,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,CP,1
CP-492,O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,CP,1
CP-493,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,CP,1
CP-494,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=CC4O)c35,CP,1
CP-495,C1=CC(=C3C2=C1CC5C4C2(C(O3)C(O)C=C4)CCN5)O,CP,1
CP-496,C1=CC(=C3C2=C1CC5C4C2(C(O3)C(C=C4)OC(C)=O)CCN5CC=C)OC(C)=O,CP,1
CP-497,C1=CC(=C3C2=C1CC5C4C2(C(O3)C(O)C=C4)CCN5)OC,CP,1
CP-498,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC=C)c2c1,CP,1
CP-499,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34,CP,1
CP-500,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,CP,1
CP-501,[C@@]123C4=C(C[C@H]([C@@]1(CC[C@H](C2)O)O)N(CC3)C)C=CC(=C4OC)OC,CP,1
CP-502,C1=C(O)C=CC3=C1C24C(C(NCC2)C3)CCCC4,CP,1
CP-503,[C@]134[C@@H]([C@H](CC2=C1C=C(O)C=C2)N(C)CC3)CCCC4,CP,1
CP-504,[C@]134[C@@H]([C@H](CC2=C1C=C(C)C=C2)N(C)CC3)CCCC4,CP,1
CP-505,CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,CP,1
CN-127,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+]([O-])=O,CN,0
CP-506,C1=C(C(=CC=C1Cl)N(C(CN(C(CC#N)C)C)=O)C)C(C2=C(C=CC=C2)F)=O,CP,1
CP-507,[C@@H](C(NCC(N(C1=CC=C(C=C1C(C2=CC=CC=C2)=O)Cl)C)=O)=O)(CCCCN)N,CP,1
CP-508,C1=CC(=CC(=C1N(C(=O)CNC(=O)CN)C)C(=O)C2=CC=CC=C2Cl)Cl.O,CP,1
CP-509,C1=C(C(=CC=C1Cl)N(C(CNCC(C)=C)=O)C)C(C2=CC=CC=C2)=O,CP,1
CP-510,C1=C(C(=CC=C1Cl)N(C(CN(CCO)CCO)=O)C)C(C2=C(C=CC=C2)Cl)=O,CP,1
CN-128,NC1=NC(=O)c2ncn(COC(CO)CO)c2N1,CN,0
CP-511,NC1=NC(=O)c2ncn(COCCO)c2N1,CP,1
CP-512,C1=NC2=C([N]1COCCO)NC(=NC2=O)N,CP,1
CP-513,[C@@H](CC[N]2C1=C(C(N=C(N1)N)=O)N=C2)(CO)O,CP,1
CP-514,[C@@H](N)(C(OCCOC[N]1C2=C(N=C1)C(=O)N=C(N2)N)=O)C(C)C,CP,1
CP-515,[C@@H](N)(C(OCC(OC[N]1C2=C(N=C1)C(=O)N=C(N2)N)CO)=O)C(C)C,CP,1
CP-516,C1=NC2=C([N]1CCC(CO)CO)NC(=NC2=O)N,CP,1
CP-517,OC12c3c(Oc4c(C)cccc4C2CN(CC1)C)cccc3,CP,1
CP-518,OC12c3c(Oc4c(C)cccc4C2CNCC1)cccc3,CP,1
CP-519,c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)CNCC1)O,CP,1
CP-520,c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)C[N@](CC1)C)O,CP,1
CP-521,c1ccc2Oc3c(cc(cc3)Cl)[C@@H]3[C@@H](c2c1)C[N@](CC3)C,CP,1
CP-522,c1ccc2Oc3c(cc(cc3)Cl)[C@@H]3[C@@H](c2c1)CNCC3,CP,1
CP-523,[C@@H]24[C@@](C1=CC=CC=C1OC3=C(C=CC=C23)C)(CCN(C4)C)O,CP,1
CP-524,[Na+].CO\N=C(C(=O)N[C@@H]1[C@@H]2SCC(=C(N2C1=O)C([O-])=O)COC(C)=O)\c3csc(N)n3,CP,1
CN-129,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N\O)/c3csc(N)n3)C2=O)C(O)=O,CN,0
CN-130,Nc1scc(n1)\C(=N\O)C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)C=C,CN,0
CN-131,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)C)/c3csc(N)n3,CN,0
CN-132,Nc1scc(n1)\C(=N\OCC(O)=O)C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)C=C,CN,0
CN-133,[Na+].COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\c3csc(N)n3)C2=O)C([O-])=O,CN,0
CN-134,CO/N=C(C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O)/c3csc(N)n3,CN,0
CN-135,OCC(C)(O)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,CN,0
CN-136,OC(C)(C)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,CN,0
CP-525,CN1C(=O)c2c(cccc2Cl)n2cnc(c2C1)c1noc(n1)C(C)C,CP,1
CN-137,c12c(c(ccc1)Cl)C(N(Cc1n2cnc1c1nc(on1)[C@](CO)(C)O)C)=O,CN,0
CP-526,CC(C)c1onc(n1)c2ncn3c2CN(C)C(=O)c4c(Cl)cccc34,CP,1
CN-138,c12c(C(N(Cc3n1cnc3c1noc(n1)C(CO)(CO)C)C)=O)c(ccc2)Cl,CN,0
CN-139,c12c(C(N(Cc3n1cnc3c1noc(n1)C(O)(C)C)C)=O)c(ccc2)Cl,CN,0
CP-527,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,CP,1
CP-528,OCc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,CP,1
CP-529,Cc1ncc2C(O)N=C(c3ccccc3F)c4cc(Cl)ccc4n12,CP,1
CP-530,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12.OC(=O)\C=C/C(O)=O,CP,1
CP-531,C1=CC(=CC3=C1[N]2C(=CN=C2C)CN=C3C4=CC=CC=C4Cl)Cl,CP,1
CP-532,C1=CC(=CC3=C1[N]2C(=CN=C2C)CN=C3C4=CC=CC=C4F)Cl,CP,1
CP-533,CC(C)NCC(O)COc1cccc2[nH]ccc12,CP,1
CP-534,CN(C)CCc1c[nH]c2ccc(O)cc12,CP,1
CP-535,C1=C(O)C=CC2=C1C(=C[NH]2)CC(C(O)=O)N,CP,1
CP-536,C1=CC=C(C2=C1[NH]C=C2CCN(C)C)O[P](O)(O)=O,CP,1
CP-537,N[C@@H](CC1=C[NH]C2=CC=CC=C12)C(=O)O,CP,1
CP-538,C1=CC=CC2=C1C(=C[NH]2)CC(CC)N,CP,1
CP-539,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,CP,1
CP-540,[C@@H]34C1=CC=CC2=C1C(=C[NH]2)C[C@H]3N(C[C@@H](C4)C(N(C(NCC)=O)CCCN(C)C)=O)CC=C,CP,1
CP-541,[C@@H]34C1=CC=CC2=C1C(=C[NH]2)C[C@H]3N(C[C@H](C4)N[S](N(CC)CC)(=O)=O)C,CP,1
CP-542,[C@@H]34C1=CC=CC2=C1C(=C[N]2C)C[C@H]3N(C[C@H](C4)N[S](N(C)C)(=O)=O)C,CP,1
CP-543,[C@@H]34C1=CC=CC2=C1C(=C[NH]2)C[C@H]3N(C[C@H](C4)NC(N(CC)CC)=O)C,CP,1
CP-544,[C@@H]34CC1=C[NH]C2=CC=CC(=C12)C3C[C@@H](CN4C)CC#N,CP,1
CP-545,Cc1csc(n1)N=C(N)N,CP,1
CP-546,Cc1ncsc1CCCl,CP,1
CP-547,NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1,CP,1
CP-548,CN=C(NCCSCc1csc(N=C(N)N)n1)NC#N,CP,1
CP-549,n1c(scc1)CCN,CP,1
CP-550,s1c(ncc1)CCN,CP,1
CP-551,CCC(NC(=O)c1c(c(nc2c1cccc2)c1ccccc1)C)c1ccccc1,CP,1
CP-552,c12c(nc(c(c1C(N[C@@H](CC)c1ccccc1)=O)C)c1ccccc1)cccc2,CP,1
CP-553,c1ccc2nc(c(c(C(N[C@@H](CC)c3ccccc3)=O)c2c1)O)c1ccccc1,CP,1
CP-554,c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCCCN(C)C,CP,1
CN-140,c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCC(O)=O,CN,0
CN-141,c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(c3ccccc3)nc2cc1)OCCCC(O)=O,CN,0
CP-555,C1=C(Cl)C=CC2=C1C3(N(CC(=O)N2CCO)CCO3)C4=CC=CC=C4F,CP,1
CP-556,C1=C(Br)C=CC3=C1C2(N(CCO2)CC(=O)N3)C4=C(C=CC=C4)F,CP,1
CP-557,C1=C(Cl)C=CC3=C1C2(N(C(C)CO2)CC(=O)N3)C4=CC=CC=C4Cl,CP,1
CP-558,C1=C(Cl)C=CC3=C1C2(OCCN2CC(=O)N3)C4=C(Cl)C=CC=C4,CP,1
CP-559,[C@@]12(C3=C(NC(CN1C[C@H](O2)C)=O)C=CC(=C3)Cl)C4=CC=CC=C4,CP,1
CN-142,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc([NH3+])n2)C(=O)N1[S]([O-])(=O)=O,CN,0
CN-143,NC(=O)OCC1[C@H](NC(=O)C(=N/OCC(O)=O)\c2csc(N)n2)C(=O)N1[S](O)(=O)=O,CN,0
CN-144,CO/N=C(C(=O)N[C@H]1[C@H](C)N(OCC(=O)OCC(=O)OC(C)(C)C)C1=O)/c2csc(N)n2,CN,0
CN-145,CO\N=C(C(=O)NC1[C@H](C)N(OCC(O)=O)C1=O)\c2csc(N)n2,CN,0
CN-146,CC1(C)[C@H](NC(=O)C(=N\OCC(O)=O)/c2csc(N)n2)C(=O)N1O[S](O)(=O)=O,CN,0
CP-560,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,CP,1
CP-561,CN1CCC23C4CCC(O)C2Oc5c(O)ccc(CC14)c35,CP,1
CP-562,[C@@]125C3=C4C[C@H]([C@@]1(CC[C@@H]([C@@H]2OC3=C(C=C4)O)O)O)N(C)CC5,CP,1
CP-563,[C@@H]25CC1=CC=C(C4=C1[C@@]3([C@H]2CC[C@@H]([C@@H]3O4)OC)CCN5C)O,CP,1
CP-564,C1=CC(=C3C2=C1CC5C4C2(C(O3)CCC4)CCN5C)O,CP,1
CN-147,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,CN,0
CP-565,[C@@]23(F)[C@H]([C@H]1[C@@]([C@@]([C@H](C1)C)(O)C(=O)CCl)(CC2=O)C)CCC4=CC(=O)C=C[C@]34C,CP,1
CP-566,[C@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)C(C3)=O)C[C@@H]4C)C)(OC(CCC)=O)C(CCl)=O,CP,1
CP-567,[C@H]24[C@H]1[C@@]([C@](C(COC(C)=O)=O)(O)CC1)(CC([C@@H]2[C@@]3(C(=CC(=O)C=C3)[C@H](C4)Cl)C)=O)C,CP,1
CP-568,[C@H]12[C@@]([C@](C(CO)=O)(O)[C@H](C1)C)(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)C,CP,1
CN-148,N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,CN,0
CN-149,N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F,CN,0
CN-150,CN1C(CCl)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,CN,0
CN-151,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,CN,0
CN-152,N[S](=O)(=O)c1cc2c(NC(N[S]2(=O)=O)C(Cl)Cl)cc1Cl,CN,0
CP-569,CN1CCN(CC/C=C/2c3ccccc3Sc4ccc(cc24)[S](=O)(=O)N(C)C)CC1,CP,1
CP-570,OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(Cl)cc24)CC1,CP,1
CP-571,OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,CP,1
CP-572,C1=C(Cl)C=CC3=C1\C(C2=C(C=CC=C2)S3)=C/CCN4CCN(CCO)CC4,CP,1
CP-573,CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(cc23)Cl)CC1,CP,1
CP-574,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,CP,1
CP-575,C2=C(C1(C(N(C(=O)N(C1=O)CC(COCCCC)OC(N)=O)CC(COCCCC)OC(N)=O)=O)CC)C=CC=C2,CP,1
CP-576,C2=C(C1(C(N(CC(COCCCC)OC(N)=O)C(=O)NC1=O)=O)CC)C=CC=C2,CP,1
CP-577,C2=C(C1(C(N(C(=O)N(C1=O)COC)COC)=O)CC)C=CC=C2,CP,1
CP-578,C2=C(C1(C(N(C(NC1=O)=O)C)=O)CC)C=CC=C2,CP,1
CP-579,CN(CCC=C1c2ccccc2CCc2ccccc12)C,CP,1
CP-580,CN(C)CCC=C1c2ccccc2CCc3ccccc13,CP,1
CP-581,CNCCC=C1c2ccccc2CCc3ccccc13,CP,1
CP-582,C1=CC=CC2=C1C(C3=C(CC2)C=CC=C3)=CCC[N+](C)(C)[O-],CP,1
CP-583,C1=CC=CC2=C1C(C3=C(CC2)C=CC=C3)=CC(CN(C)C)=O,CP,1
CP-584,CCCN(CCc1c2c(c(cc1)O)NC(=O)C2)CCC,CP,1
CP-585,CCCN(CCc1c2c(ccc1)NC(=O)C2)CCC,CP,1
CP-586,C1C(Nc2c1c(ccc2)CCN(CCC)CCC)=O,CP,1
CP-587,C1C(Nc2c1c(ccc2O)CCN(CCC)CCC)=O,CP,1
CP-588,C2=C(C1=C(NC(C1)=O)C=C2)CCN(CCC)CCC,CP,1
CN-153,O=C(C)Nc1cc(c2csc(N=C(N)N)n2)ccc1,CN,0
CP-589,c1ccc(cc1)c1csc(n1)N=C(N)N,CP,1
CP-590,c1ccc(cc1N)c1csc(n1)N=C(N)N,CP,1
CN-154,CNC(=NC#N)Nc1cccc(c1)c1csc(n1)N=C(N)N,CN,0
CN-155,n1c(scc1c1ccccc1)CCN,CN,0
CP-591,CCOC(=O)c1cncn1C(C)c2ccccc2,CP,1
CP-592,C1=CC=CC=C1C(C)[N]2C=CN=C2C,CP,1
